Locality,City,Type,Months,Year,Price Range,Min_Price,Max_Price,Average Price,Q-o-Q,QOQ_missing
Andheri,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,16416-27308,16416,27308,21862,1,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,16193-27241,16193,27241,21717,2,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,15856-26864,15856,26864,21360,0.2,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,15842-26790,15842,26790,21316,3,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,15518-25916,15518,25916,20717,1,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,15681-26107,15681,26107,20894,2,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,15953-26531,15953,26531,21242,1,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,15882-26181,15882,26181,21032,0.4,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,15860-26392,15860,26392,21126,1,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,15991-26663,15991,26663,21327,0.2,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,16065-26692,16065,26692,21379,0.4,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,16048-26536,16048,26536,21292,1,0
Andheri,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,15794-26501,15794,26501,21148,0.2,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,16311-27639,16311,27639,21975,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,16114-27567,16114,27567,21841,4,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,15601-26346,15601,26346,20973,0.4,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,15608-26168,15608,26168,20888,4,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,15319-24994,15319,24994,20156,2,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,15122-24484,15122,24484,19803,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,15028-24240,15028,24240,19634,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,15185-24391,15185,24391,19788,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,15021-24091,15021,24091,19556,3,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,14765-23294,14765,23294,19030,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,14485-23034,14485,23034,18759,0.3,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,14462-22930,14462,22930,18696,0.4,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,14380-22881,14380,22881,18630,2,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,14135-22565,14135,22565,18350,3,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,13851-21748,13851,21748,17800,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,14043-21814,14043,21814,17929,0.3,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,14173-21776,14173,21776,17975,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,14308-22126,14308,22126,18217,0.4,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,14229-22054,14229,22054,18142,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,14355-22251,14355,22251,18303,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,14281-21944,14281,21944,18112,0.4,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,14149-21917,14149,21917,18033,0.1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,14174-21935,14174,21935,18055,0.25,1
Andheri East,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,14074-22066,14074,22066,18070,1,0
Andheri East,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,13863-21950,13863,21950,17907,1,0
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,16150-27453,16150,27453,21801,0.1,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,16064-27513,16064,27513,21789,4,0
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,15546-26259,15546,26259,20903,16,0
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,18502-31024,18502,31024,24763,2,0
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,18137-30409,18137,30409,24273,2,0
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,17740-29771,17740,29771,23755,2,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,17000-28000,17000,28000,22000,3,0
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,16500-27500,16500,27500,21500,2,0
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,16000-26500,16000,26500,21000,2.5,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,15500-26000,15500,26000,20500,2.5,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,15000-25500,15000,25500,20000,1.5,0
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,14500-25000,14500,25000,19500,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,14000-24500,14000,24500,19000,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,13500-24000,13500,24000,18500,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,13000-23500,13000,23500,18000,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,12500-23000,12500,23000,17500,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,12000-22500,12000,22500,17000,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,11500-22000,11500,22000,16500,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,11000-21500,11000,21500,16000,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,10500-21000,10500,21000,15500,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,10000-20500,10000,20500,15000,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,9500-20000,9500,20000,14500,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,9000-19500,9000,19500,14000,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,8500-19000,8500,19000,13500,1.75,1
Andheri Kurla Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,8000-18500,8000,18500,13000,1.75,1
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,20909-34102,20909,34102,27506,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,20444-33794,20444,33794,27119,3,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,19987-32927,19987,32927,26457,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,19868-32632,19868,32632,26250,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,19741-32262,19741,32262,26002,2,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,19299-31488,19299,31488,25393,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,19060-31157,19060,31157,25109,0.4,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,18946-31067,18946,31067,25006,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,18678-30719,18678,30719,24699,2,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,18354-29989,18354,29989,24172,0.5,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,18442-30137,18442,30137,24290,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,18232-29937,18232,29937,24085,2,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,17871-29491,17871,29491,23681,0.4,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,17841-29344,17841,29344,23592,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,17671-29083,17671,29083,23377,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,17573-28926,17573,28926,23250,2,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,17316-28273,17316,28273,22795,3,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,16780-27639,16780,27639,22210,4,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,17615-28494,17615,28494,23054,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,17421-28368,17421,28368,22894,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,17680-28751,17680,28751,23216,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,17831-29100,17831,29100,23465,0.3,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,17836-28970,17836,28970,23403,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,17787-28391,17787,28391,23089,1,0
Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,17420-28315,17420,28315,22867,0.1,0
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,19806-34429,19806,34429,27117,74.9,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,11500-19500,11500,19500,15500,3.3,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,11000-19000,11000,19000,15000,3,0
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,10500-18500,10500,18500,14500,2,0
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,10000-18000,10000,18000,14000,1.5,0
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,9500-17500,9500,17500,13500,1.75,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,9000-17000,9000,17000,13000,1,0
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,8500-16500,8500,16500,12500,1.25,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,8000-16000,8000,16000,12000,1.25,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,7500-15500,7500,15500,11500,1.25,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,7000-15000,7000,15000,11000,2,0
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,6500-14500,6500,14500,10500,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,6000-14000,6000,14000,10000,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,5500-13500,5500,13500,9500,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,5000-13000,5000,13000,9000,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,4500-12500,4500,12500,8500,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,4000-12000,4000,12000,8000,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,3500-11500,3500,11500,7500,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,3000-11000,3000,11000,7000,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,2500-10500,2500,10500,6500,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,2000-10000,2000,10000,6000,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,1500-9500,1500,9500,5500,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,1000-9000,1000,9000,5000,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,1000-8500,1000,8500,4500,1.5,1
Antop Hill Road,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,1000-8000,1000,8000,4000,1.5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,18624-29159,18624,29159,23892,5,0
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,17362-28066,17362,28066,22714,0.3,0
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,17977-27608,17977,27608,22792,4,0
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,18094-29193,18094,29193,23644,5,0
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,17591-27385,17591,27385,22488,3,0
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,18205-27999,18205,27999,23102,2,0
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,17500-26800,17500,26800,22500,2.5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,17000-26000,17000,26000,21500,2.5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,17272-25281,17272,25281,21276,6,0
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,16396-23870,16396,23870,20133,4,0
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,16000-23000,16000,23000,19000,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,15500-22500,15500,22500,19000,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,15000-22000,15000,22000,18500,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,14500-21500,14500,21500,18000,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,14000-20500,14000,20500,17250,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,13500-20000,13500,20000,16250,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,13000-19500,13000,19500,15750,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,12500-19000,12500,19000,15250,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,12000-18500,12000,18500,14750,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,11500-18000,11500,18000,14250,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,11000-17500,11000,17500,13750,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,10500-17000,10500,17000,13250,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,16702-23939,16702,23939,20320,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,10000-16000,10000,16000,13000,5,1
Azad Nagar Andheri West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,14537-20803,14537,20803,17670,10,0
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,11873-18862,11873,18862,15368,3,0
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,11858-17996,11858,17996,14927,5,0
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,11791-16525,11791,16525,14158,0.3,0
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,11920-16313,11920,16313,14116,3,0
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,11880-17268,11880,17268,14574,1.65,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,11800-17000,11800,17000,14400,1.65,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,11700-16000,11700,16000,14200,1.65,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,11500-15800,11500,15800,13800,1.65,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,11200-15500,11200,15500,13400,1.65,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,10900-15200,10900,15200,13000,1.65,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,10731-16045,10731,16045,13388,1,0
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,10714-15828,10714,15828,13271,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,10500-15000,10500,15000,12750,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,10000-14500,10000,14500,12250,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,9500-14000,9500,14000,11750,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,9000-13500,9000,13500,11250,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,8500-13000,8500,13000,10750,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,8000-12500,8000,12500,10250,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,7500-12000,7500,12000,9750,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,7000-11500,7000,11500,9250,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,6500-11000,6500,11000,8250,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,6000-10500,6000,10500,7750,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,5500-10000,5500,10000,7250,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,5000-9500,5000,9500,6750,2,1
Babrekar Nagar Kandivali West,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2018,4500-9000,4500,9000,6250,2,1
Bandra,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2024,26346-46661,26346,46661,36504,5,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2024,27903-48999,27903,48999,38451,3,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2024,28988-50353,28988,50353,39671,1,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2023,28937-51123,28937,51123,40030,5,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2023,27873-48521,27873,48521,38197,1,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2023,27944-49033,27944,49033,38488,4,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2023,26639-47495,26639,47495,37067,4,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2022,25486-45522,25486,45522,35504,0.2,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2022,25618-45237,25618,45237,35427,0.2,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2022,25640-45323,25640,45323,35481,4,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2022,25139-42969,25139,42969,34054,3,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2021,24078-42129,24078,42129,33104,5,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2021,25731-44118,25731,44118,34925,3,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2021,26170-45681,26170,45681,35926,4,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2021,25256-43896,25256,43896,34576,4,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2020,24539-41745,24539,41745,33142,2,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2020,23469-41449,23469,41449,32459,1,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2020,24285-41219,24285,41219,32752,0.4,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2020,24924-40313,24924,40313,32619,1,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2019,25069-39582,25069,39582,32326,4,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jul-Sep,2019,25190-42190,25190,42190,33690,1,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Apr-Jun,2019,25488-42723,25488,42723,34105,0.2,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Jan-Mar,2019,25662-42430,25662,42430,34046,5,0
Bandra,Mumbai,Residential - Multi Storey Apartment,Oct-Dec,2018,24920-39938,24920,39938,32429,3,0
